word1,word2,rhyme,distance,pred
paradieseswelt,paradiesweltes,0,14.708311186896431,True
wacht,wolbedätch,0,18.72612804836697,True
auffgeflammt,vertmmad,0,12.839787801106771,True
heimgestellt,gefätll,0,6.33881950378418,False
blumenmann,an,0,9.501328574286568,False
erfrischet,gemihcets,0,15.940598487854004,True
immer,frauenirmmze,0,18.23750898573134,True
bothsgesellen,leewnl,0,8.98770523071289,False
gefallen,gefalenl,0,9.165961901346842,False
widergelt,ällft,0,15.578749232821995,True
schaden,endtneal,0,18.54000621371799,True
lädt,versthcmäh,0,15.073024219936794,True
sagt,gejgat,0,11.81734742058648,True
freudigkeit,zufridtneeih,0,11.92706987592909,True
brot,dto,0,13.483967357211643,True
aeugelein,ien,0,9.333133114708794,False
erzwinge,hau,0,20.359970728556316,True
hinab,marmobgrar,0,11.42094643910726,True
magnet,dtreh,0,10.215703593360054,True
vorn,dorn,0,5.7147046195136175,False
spur,rnu,0,19.3845149146186,True
streiterspeise,weesi,0,19.62231667836507,True
klngen,sinneg,0,14.224583943684896,True
blühst,fliehst,0,10.859251658121744,True
zerschellen,libeleln,0,9.913880666097006,False
klar,todtenbarh,0,9.44848566585117,False
lehret,ehrte,0,13.172198242611355,True
gründe,endwi,0,21.192447556389702,True
leise,eseri,0,18.41238678826226,True
most,getrsto,0,25.750290552775066,True
blühen,entflieehn,0,9.891570250193277,False
gelacht,gedahct,0,26.08916558159722,True
wissen,vergsisewn,0,9.257772869533962,False
namensschwester,fesetr,0,6.949394438001844,False
mund,vershducwn,0,16.932719866434734,True
nicht,lrnnee,0,16.556301964653862,True
gesellt,geetllst,0,16.94052865770128,True
zahn,na,0,8.598516994052464,False
nur,todtenhur,0,6.127561171849568,False
morgestern,gner,0,10.90420659383138,True
gesinnungsvoll,tlol,0,13.55412048763699,True
gesang,errnag,0,11.768166118197971,True
hallen,zerfalnle,0,13.403239991929796,True
grimme,stimme,0,6.637051582336426,False
bedeckt,erschrektc,0,22.270158449808758,True
hute,bletu,0,18.043927828470867,True
neen,keen,0,7.228664133283827,False
sitze,hizet,0,7.720971955193414,False
rechten,fenhtec,0,21.583691067165798,True
diplom,rom,0,6.287715011172825,False
bonzenheer,leer,0,10.622257232666016,True
seyn,nei,0,9.816471258799234,False
schliessen,zugeniesens,0,9.235152880350748,False
scribo,praeboi,0,19.87253263261583,True
schwärzten,scherzten,0,3.668311675389608,False
krystall,lbla,0,22.48497920566135,True
hauffe,uelfaf,0,16.247495121426052,True
drauff,ufakf,0,10.641034815046522,True
geht,geniiattäl,0,12.568010965983072,True
lehren,zuverrkheen,0,11.30831691953871,True
ein,seelenpine,0,7.540408028496636,False
pretieux,söt,0,23.459814071655273,True
kühlen,seitenspieenl,0,13.512950897216797,True
waldesdicht,hintc,0,13.615835825602213,True
auffstehet,aufehgfet,0,9.425863981246948,False
beigemache,erwache,0,5.780975924597846,False
mu,pferdfue,0,19.398540284898544,True
monarchie,sie,0,11.853507889641655,True
dorthin,gewnin,0,7.522844314575195,False
nimt,bmttise,0,18.00619559817844,True
fallt,chlat,0,21.63823127746582,True
gunst,sgunt,0,16.795017136467827,True
hin,priesterinn,0,10.425896803538004,True
widerspruches,bucesh,0,18.38315857781304,True
zahl,aluqh,0,13.913920826382107,True
dunder,wundre,0,9.57787365383572,False
blut,wohlgeumt,0,11.645936595069038,True
winken,ksnein,0,18.675290213690865,True
herum,kurzum,0,5.72627952363756,False
ohren,verhnoerl,0,14.094601737128365,True
mir,darüf,0,16.605608728196884,True
nucem,muelc,0,12.151901457044813,True
zerrissen,gessineb,0,18.577220916748047,True
fassen,masnes,0,21.99941571553548,True
gefar,mangeljhra,0,10.679190741644966,True
lieget,vergnügte,0,12.680470042758518,True
mahlt,bezalht,0,20.92826928032769,True
feuer,steure,0,8.777031898498535,False
verlangen,empfnegna,0,15.082183784908718,True
heuchelthränen,sehnen,0,7.141719235314263,False
grimm,eihpamr,0,15.03722858428955,True
grund,widerstndu,0,16.260554843478733,True
verrathen,wunderthante,0,13.817715856764051,True
reyh,sey,0,21.613154305352104,True
locke,glocke,0,4.516744481192695,False
stätte,teekt,0,21.19354173872206,True
betrübt,gebetis,0,19.602525922987198,True
kräncken,dencnek,0,17.117078887091743,True
gesinnt,nidw,0,18.998355441623264,True
blecken,fleckne,0,11.33334223429362,True
saalathen,erhnöh,0,18.024321873982746,True
ri,bekümümner,0,23.840825186835396,True
bereit,dlei,0,9.248175674014622,False
seitab,batr,0,11.05640787548489,True
gelandet,gestranedt,0,8.019927501678467,False
schliessen,esnsük,0,14.29050350189209,True
priese,wisee,0,13.586884233686659,True
quarrten,knerarnt,0,20.110013484954834,True
harmonie,rhodoep,0,22.23113176557753,True
auen,beeahnut,0,16.47511598798964,True
thränen,henesn,0,13.35297860039605,True
erlauschen,ranucseh,0,19.135057767232258,True
gelegen,ihrewteegn,0,8.441709624396431,False
gestehen,gescheenh,0,6.437949922349718,False
a,adr,0,9.325658586290148,False
wunderpracht,lebentffass,0,10.17895762125651,True
verschreiben,treibne,0,18.25348154703776,True
pinie,linei,0,13.100289132859972,True
verstehen,geenh,0,21.935552173190647,True
ist,imt,0,21.475834316677517,True
kömmt,verstimtm,0,11.795389811197916,True
bade,greead,0,12.407591078016493,True
feuerballen,eallfn,0,7.274366590711805,False
hand,apfdn,0,12.873871803283691,True
o,hfro,0,8.25152513715956,False
beinern,steinern,0,4.554775396982829,False
betten,ertneter,0,21.456058714124893,True
knie,sei,0,19.125463061862522,True
linden,winedn,0,4.642811218897502,False
nur,preisne,0,15.591291109720865,True
tönen,schöenn,0,6.740071958965725,False
erschrecket,erwecket,0,6.801339785257976,False
sü,ile,0,15.788318739997017,True
maus,ussa,0,22.767127143012154,True
christgeschencke,leichenbäncek,0,12.687155564626059,True
flecken,ecekn,0,16.21991401248508,True
nacht,ercdhta,0,14.988005691104465,True
lieben,überbnebeli,0,17.066351148817276,True
weine,beseencih,0,25.253271102905273,True
mondesschein,syne,0,8.052728652954102,False
bänken,verschäernkn,0,17.511569446987576,True
hören,röhnce,0,17.970956166585285,True
jungfrauen,silberaune,0,11.288250605265299,True
gangen,gehanegn,0,7.223820474412706,False
unverstand,trübesnad,0,9.661002688937717,False
erfüllt,glit,0,15.188569704691568,True
himmelsfahrten,goldstanndtare,0,20.201617664761013,True
lo,gro,0,11.193371136983236,True
pflügen,keergni,0,16.024023214975994,True
verkehren,gewehenr,0,15.387601852416992,True
nicht,angicehrt,0,14.927342891693115,True
bett,hätt,0,7.899015320671929,False
lieben,beetnrbü,0,8.75826104482015,False
tische,fisech,0,16.270280414157444,True
frieden,ungeschiedne,0,12.989347987704807,True
bräuche,reihec,0,11.792814307742649,True
machten,lcenaht,0,19.135964923434788,True
schätzen,ergetzne,0,19.1753412882487,True
erschrecken,erwecenk,0,17.448381741841633,True
sahara,tiraa,0,8.09912904103597,False
hin,flihne,0,14.712051391601562,True
gedanken,schranenk,0,17.627179251776802,True
gauch,dornenstracuh,0,18.30651421017117,True
bebt,stcewhb,0,15.35661925209893,True
mägdelein,siten,0,16.29607147640652,True
advokat,rath,0,16.353680186801487,True
schlaf,afhsc,0,24.998469670613606,True
leuchtet,befeuchett,0,7.263051827748616,False
hangen,empfannge,0,13.469006008572048,True
hand,tnad,0,22.16764767964681,True
angebunden,funedn,0,6.548705577850342,False
stunden,gebunned,0,18.51084592607286,True
mich,whci,0,19.840845002068413,True
phalangen,denschgnalne,0,9.49964846505059,False
überspringen,kegnnil,0,12.52700032128228,True
kavalier,hri,0,17.733600086636013,True
katzbachbade,löwenpomade,0,6.091211504406399,False
geworden,gewordne,0,13.689373864067925,True
verschmerzen,herezn,0,5.792652818891737,False
lenker,denekr,0,4.897202836142646,False
verblendt,abgnwdete,0,13.014859252505833,True
überwogen,umzogne,0,14.627707693311903,True
todt,ntho,0,18.18335427178277,True
lät,shakespeaetfesr,0,19.705374187893337,True
schwerdt,beschert,0,10.209857304890951,True
sinn,bni,0,20.236248864067925,True
verein,isen,0,12.897751172383627,True
halten,waletn,0,14.050010204315186,True
christ,istb,0,21.924314710828995,True
bekommen,genonem,0,9.154004573822021,False
winkelgassen,essfna,0,17.899320708380806,True
georgen,ognebr,0,16.56646982828776,True
fieberhöhne,nöte,0,10.592672030131022,True
courtisan,nka,0,18.546651628282333,True
geschlecht,rthce,0,19.42407374911838,True
zeigen,verschweinge,0,13.86312484741211,True
ternate,gearhet,0,12.636009534200033,True
zuletzt,ghetetz,0,8.29113573498196,False
gedencket,gekrtkcäne,0,13.754103342692057,True
entgegen,leeng,0,10.986453294754028,True
dienst,gntwies,0,12.782529936896431,True
batterien,ühngle,0,11.614149411519369,True
klang,drang,0,6.816541459825304,False
rhapsode,tode,0,4.882941669887966,False
druf,uf,0,10.726100391811794,True
rinnt,witekind,0,9.245824178059896,False
preiset,erweiset,0,5.735935529073079,False
auch,vatersbrachu,0,15.851946724785698,True
stickerein,nie,0,22.890737957424587,True
crönet,gehöhtne,0,9.4220339457194,False
entwürfen,befeüdnr,0,17.110592736138237,True
gemacht,verathc,0,24.105764389038086,True
scherbe,etrseb,0,13.173492007785374,True
fant,gignat,0,10.872506194644505,True
rose,virtusoe,0,11.673822296990288,True
fessel,zauberkesesl,0,7.383136298921373,False
packt,kcatn,0,23.046931160820854,True
gesang,harfenlkgna,0,11.416985246870253,True
hassen,erenfssa,0,14.261920399136013,True
noch,vcrh,0,15.368729379442003,True
vorüberzieht,auglenide,0,18.522125562032063,True
ausgezogen,ggsneoe,0,13.767139964633518,True
bluth,rhtu,0,19.267613940768772,True
finsternisse,küsse,0,7.317950619591607,False
acht,nahtc,0,25.14672236972385,True
krigt,ligt,0,10.135954327053494,True
zeugen,verschweieng,0,10.389173666636148,True
schlingt,bitrng,0,16.784989674886067,True
schein,venihrle,0,15.355254703097874,True
hand,ennagt,0,11.515927049848768,True
finden,danihden,0,6.308548503451878,False
hervor,schreirerobh,0,25.212700525919598,True
bedencklich,zergänglcih,0,18.527432865566677,True
königes,se,0,15.128022723727756,True
zierde,wüder,0,12.607709672715929,True
fiedelbogen,aufgezoneg,0,18.918928782145183,True
rubinen,jesminen,0,5.50269169277615,False
hinein,lnalie,0,9.424576229519314,False
tantz,jungfernrtakz,0,10.209844642215305,True
göttergleiche,einenstreiche,0,5.440695630179511,False
findwenns,gläubte,0,21.20877520243327,True
hahn,an,0,7.870099703470866,False
tod,morgrhtneo,0,18.09293948279487,True
hinaus,grsua,0,19.11488628387451,True
aeste,weihetsenen,0,18.81855657365587,True
stecken,lecnek,0,16.28491995069716,True
trommelklang,stergnabge,0,16.143007278442383,True
macht,bedahct,0,25.690120908949112,True
aldar,uakenf,0,19.69862673017714,True
an,alnl,0,13.688586764865452,True
entzweit,trsiet,0,18.93326144748264,True
gemunkel,gekulenf,0,15.760160870022244,True
gehet,archimde,0,11.261133829752604,True
sangen,praneng,0,13.768138143751356,True
ein,gebeni,0,14.307772318522135,True
umbringen,verschlinegn,0,6.478202554914686,False
wohin,flineh,0,15.132364802890354,True
erweichen,erreicnhe,0,12.490078449249268,True
erringen,geelginn,0,7.0055754449632435,False
entfernen,erlerenn,0,7.8147208955552845,False
sehen,wohlergeenh,0,18.333103391859268,True
art,zatr,0,16.868544578552246,True
verückt,zugeschitkc,0,15.47372415330675,True
verzagt,fratg,0,20.28366978963216,True
heissen,entrissene,0,11.724800374772814,True
beyd,eid,0,5.281016641192966,False
zalen,schulpealnenn,0,6.520498699612087,False
umbrandet,gestrantde,0,12.079147232903374,True
beklagen,taneg,0,19.602832370334202,True
nahn,getnah,0,8.328043937683105,False
cibo,peiobra,0,15.818800820244682,True
gesund,kdun,0,10.23523892296685,True
straen,erenasfs,0,26.746946546766495,True
gelenket,schentke,0,8.087444623311361,False
erschallt,wallt,0,6.113234361012776,False
sollet,wltoel,0,11.912282678816053,True
übersezen,schäzne,0,11.885932710435656,True
blut,ulhgt,0,20.83119074503581,True
ehrenruhm,eighmtuen,0,10.84343687693278,True
zärtlichkeit,gallakldei,0,6.342352602216932,False
purpurkleid,eerrfut,0,15.669305589463976,True
beliebt,betrtüb,0,15.773453606499565,True
gläube,eebibl,0,9.177970303429497,False
schone,enhrto,0,20.473583539326984,True
bürgermeister,hilfelrsetie,0,23.89738443162706,True
geredt,creutzietg,0,20.236465454101562,True
forellen,sardelenl,0,13.222503026326498,True
schoe,todeslose,0,16.78211784362793,True
verklang,entlgan,0,9.608111964331734,False
rief,tief,0,6.403574519687229,False
marcipan,ank,0,11.20889155069987,True
gerne,stallaterne,0,5.941940996381971,False
stute,getu,0,16.86776023440891,True
violen,abznoulhe,0,11.02107466591729,True
deine,gemeeni,0,16.434660805596245,True
gemeinde,fnidee,0,18.613543404473198,True
engelchören,erhöenr,0,12.398887422349718,True
wesen,gneense,0,13.06264771355523,True
pacht,hcta,0,12.272575643327501,True
geschehen,ersehen,0,3.790076838599311,False
verdirbt,rtibst,0,23.884234057532417,True
freyen,gedeney,0,12.871964984469944,True
beneiden,beiedn,0,6.614297548929851,False
wagen,zegan,0,14.189108848571777,True
reiset,hochgepreiste,0,13.781603283352322,True
entzündet,rüntde,0,16.183130688137478,True
nach,unmeghac,0,16.88313653733995,True
salome,doroeth,0,15.920476701524523,True
spitze,tseiz,0,22.437796380784775,True
blumenlicht,hinct,0,14.58218765258789,True
plagen,nachzusaeng,0,12.874965296851265,True
angeschaut,btau,0,10.860740396711561,True
spielgeno,sclho,0,17.02568319108751,True
gedacht,autfacmh,0,16.823729515075684,True
umflogen,eingesonge,0,15.978304651048449,True
verziehen,behüenm,0,15.32198037041558,True
leben,eneb,0,13.476551903618706,True
höh,ehw,0,19.6963340971205,True
stunden,eingefunned,0,17.346075693766277,True
blütenregen,engnegte,0,19.95279524061415,True
lief,tfie,0,23.36179584927029,True
steinen,seinen,0,4.437206586201985,False
pracht,gdchaet,0,18.12123203277588,True
dafür,srüp,0,16.724043740166557,True
gewitterreich,glehci,0,21.729981316460503,True
ohr,zurov,0,10.474507490793863,True
einmahl,wahl,0,8.699445989396837,False
kummermiene,masecnhi,0,16.08945740593804,True
gestrickt,büktcre,0,17.653476927015518,True
verlieren,triumfieern,0,8.048578792148167,False
balsamtropfen,herzenskofpenl,0,18.140431510077583,True
gekommen,vorgeoemknm,0,11.19228564368354,True
wettern,schmettren,0,7.9438719219631615,False
kannte,branten,0,22.97654914855957,True
samen,kanem,0,10.74163712395562,True
innen,blumenbrünnen,0,7.91631735695733,False
vor,bachuscohr,0,7.001561694675022,False
gassen,umsfesna,0,13.04589139090644,True
beschlüssen,müssne,0,9.883689138624403,False
gehei,iew,0,22.884376419915093,True
werth,rhede,0,10.991525014241537,True
wallen,wohlgelnflea,0,20.34307967291938,True
entsteigt,streicht,0,8.117682774861654,False
turbantrager,glrea,0,10.837536440955269,True
dein,eyns,0,17.346394856770832,True
dingen,geilnnge,0,11.942896525065104,True
schaut,eburta,0,16.301814397176106,True
quacksalberey,löffelye,0,15.339937898847792,True
wunder,itzunerd,0,12.072432623969185,True
strahl,fahl,0,5.050986607869466,False
waaren,haaern,0,9.036489486694336,False
blümelein,schein,0,9.10853057437473,False
vergehen,scemhhän,0,9.031372918023003,False
rosen,verogness,0,21.621991687350803,True
indessen,ermesnes,0,22.81252606709798,True
myrrhen,angstgeschirrne,0,12.336625258127848,True
rauschen,vertasunhec,0,20.00054274664985,True
wand,dnah,0,17.983731322818333,True
flitter,gitert,0,8.319380389319527,False
stören,örfenh,0,15.58550633324517,True
heimatduft,klutf,0,11.528434965345594,True
gescheidt,zeit,0,7.395044485727946,False
berichten,geschichetn,0,6.17412789662679,False
geschrei,vorebi,0,30.220729404025608,True
entzückt,beskirtct,0,22.925286081102158,True
mägdelein,sine,0,12.050637139214409,True
geweiht,strtie,0,22.8927796681722,True
herein,fein,0,4.356252723269993,False
haus,brusa,0,22.99965392218696,True
volke,weinduftwoekl,0,10.711283683776855,True
thätigkeit,ztie,0,20.534624841478134,True
mag,frühlinsggta,0,12.768067836761475,True
gerufen,hunef,0,19.00411256154378,True
getragen,geschenlag,0,15.85182359483507,True
berathen,wunderthaten,0,10.783174726698133,True
deinesachen,machne,0,12.560769822862413,True
stöhn,wunderscöhn,0,6.9416196081373425,False
hold,towl,0,12.764304214053684,True
nachte,etdhca,0,14.293255700005425,True
verkleiden,freuned,0,16.69191837310791,True
venus,buntefanausst,0,8.770102818806967,False
geneigt,gebeutg,0,18.57989395989312,True
aufgeschlagen,agetn,0,13.794315232170952,True
beschreibt,veriertbt,0,20.661242485046387,True
reh,eelk,0,12.355605761210123,True
stunde,uedmn,0,15.995711220635307,True
drücken,bücken,0,4.292131794823541,False
sinn,hni,0,26.066876729329426,True
ersterben,färnbe,0,15.402571466233995,True
graus,strau,0,18.0416448381212,True
nase,elsga,0,14.834766387939453,True
dank,rnag,0,12.27704217698839,True
tho,io,0,20.63214259677463,True
gefährlich,schwerlcih,0,20.090176794264053,True
venus,ow,0,19.474210421244305,True
vernichtet,gesichtet,0,7.01169130537245,False
juan,juna,0,13.38668786154853,True
lohnen,obhnne,0,11.812183486090767,True
maid,ztie,0,14.265738063388401,True
unwandelbare,einziaghewr,0,10.806309382120768,True
mayen,nrihee,0,19.220531463623047,True
heuchelst,entschmeithelcs,0,10.127082665761312,True
trennen,benennen,0,5.539313422309028,False
füssen,geniesens,0,17.203151808844673,True
hie,paedsair,0,27.453419367472332,True
erden,gernbdee,0,19.789482328626846,True
schlo,dieerrnot,0,14.455929120381674,True
ja,amma,0,10.199987199571398,True
gelegt,gwebet,0,15.120183255937365,True
kraft,entrtaf,0,7.995352215237087,False
genieen,blüthensprinee,0,14.808581246270073,True
räume,ubemä,0,14.620984925164116,True
drein,ewni,0,18.416939311557346,True
trug,wolkgeunz,0,22.2778803507487,True
gruft,trfu,0,21.879118389553494,True
ergötzlichkeit,ergötzlithkice,0,15.64914215935601,True
streuen,verneuen,0,5.7558363278706866,False
recht,rethc,0,20.599016825358074,True
beweget,pelgtef,0,12.180721124013266,True
hereingetreten,gebeten,0,5.19566281636556,False
freundlichkeit,vernetu,0,19.15658908420139,True
schien,eichengrün,0,10.337634563446045,True
vergeht,btee,0,7.201370981004503,False
schrecken,dedecnke,0,17.216461181640625,True
geschmeid,ehrligkite,0,6.336595323350695,False
landen,bannde,0,18.944169256422256,True
eid,deli,0,11.699377377827963,True
eltern,keltenr,0,16.215462684631348,True
vergangen,vergnalen,0,6.8450133005778,False
wellen,helnel,0,10.743227375878227,True
taffelhau,asu,0,15.613159815470377,True
habe,gbae,0,15.76820182800293,True
herrlichkeit,setcryh,0,19.55637338426378,True
überschattet,tetaht,0,13.284099790785048,True
baron,shno,0,15.023894839816624,True
leer,ehmr,0,9.687405480278862,False
verrathen,thaten,0,12.640735122892591,True
flügelein,schwänlinzee,0,16.728798124525284,True
vergleichen,wneecih,0,19.608940336439346,True
wink,lnkfi,0,21.700781292385525,True
lebensfaden,genaden,0,5.400288157992893,False
schlüssen,isensw,0,17.960215886433918,True
lüfte,blütheefndüt,0,19.817283206515842,True
vermügen,vergnügne,0,14.540380795796713,True
dergleichen,entweheicn,0,10.345733324686686,True
trogen,woeng,0,11.347044732835558,True
rufen,pferdunfehe,0,18.32871765560574,True
grauverdreckt,verretck,0,17.798979229397244,True
morgenkleide,sedie,0,9.839745680491129,False
schlug,rutg,0,20.81061289045546,True
keil,hinterthile,0,14.403615633646647,True
zeiten,streiten,0,3.685142543580797,False
zahm,scahm,0,6.381585412555271,False
steinmühle,uhtt,0,18.36972533331977,True
paladine,schieen,0,11.763925128512913,True
charitinne,sinne,0,7.218181080288357,False
wiesenklee,kanaeep,0,14.690822071499294,True
glauben,berauben,0,5.995930512746175,False
mieder,ridene,0,13.664492501152885,True
angelt,ermntlgae,0,17.613418261210125,True
linde,gescnhewid,0,18.855070537990994,True
bekleiben,verbnelebi,0,20.028601328531902,True
hell,mamsell,0,7.2551505830552845,False
altar,gefahr,0,5.623203860388862,False
drang,zwnag,0,11.611484209696451,True
vollbracht,sternenprahct,0,12.414017995198568,True
angefangen,aufgeganeng,0,13.964883380466038,True
kraft,hahnreyschatf,0,7.587915579477946,False
recken,auszustrecekn,0,11.869730631510416,True
nordenland,unbdeakn,0,12.205352783203125,True
säffte,kärtfef,0,14.84078746371799,True
immer,scmirmeh,0,17.113604068756104,True
güssen,süksen,0,5.987095250023736,False
sternen,erlernne,0,11.600525485144722,True
leben,abgeben,0,8.905975394778782,False
spiesse,scmeissh,0,17.38985930548774,True
anger,eganr,0,10.829050540924072,True
unentwandt,hand,0,15.080915557013618,True
wendt,sakentmar,0,20.12264421251085,True
schmach,cnah,0,10.791438632541233,True
monsieur,c,0,16.39377827114529,True
behalten,verwalten,0,5.142650021447076,False
angesichts,iscnht,0,18.961412959628635,True
schlüsselbund,grund,0,9.466780662536621,False
göttern,rrettne,0,23.5213557349311,True
zeit,uppegktii,0,23.65912585788303,True
knappen,wapnep,0,16.64363670349121,True
verwirret,verirret,0,5.7343818346659345,False
wohlgefällt,unterhält,0,7.79039208094279,False
redseligkeiten,bestreitne,0,11.777011818355984,True
werth,kehtr,0,11.862618287404379,True
schon,deulnkiao,0,17.060136371188694,True
vorbey,eys,0,16.639258278740776,True
ich,ich,0,0.0,False
mahl,whal,0,8.441353003184,False
weiberzehren,kehnre,0,11.005706151326498,True
pferdchen,bärtchen,0,4.835073471069336,False
drauf,fhniua,0,15.290641890631782,True
weit,iest,0,17.2287114461263,True
schauet,bethaute,0,16.704450130462646,True
narcissen,ausgerissen,0,5.199884494145711,False
körner,hörenr,0,6.540318118201362,False
nehm,beemvqen,0,12.752958827548557,True
offizier,hier,0,6.520582093132867,False
vernommen,komemn,0,5.744649436738756,False
lebensthau,ahcus,0,21.70091512468126,True
spricht,vergimeinithnc,0,21.455613772074383,True
werth,verheret,0,7.969336032867432,False
unerkannt,andl,0,14.720094998677572,True
sey,seegenmyä,0,17.04248110453288,True
hochgeschätzt,auffsettz,0,6.893782721625434,False
kissen,iseksn,0,12.422968546549479,True
himmelspracht,natch,0,16.970825089348686,True
vogelnester,schwesetr,0,8.235124852922228,False
helle,gazelel,0,7.638085312313503,False
breit,herlichketi,0,24.3487974802653,True
besah,da,0,7.557293017705281,False
gebüsch,tishc,0,23.831539895799423,True
jahr,erhbga,0,10.241563902960884,True
glömme,scömwhme,0,7.961599296993679,False
bluten,gthunle,0,20.253848711649578,True
gezweig,bleich,0,10.149767398834229,True
gehalten,eatnl,0,19.682893753051758,True
thüre,berüehr,0,9.800053066677517,False
ungewogen,auferzogen,0,5.1394787894354925,False
allerley,sey,0,17.471927218967014,True
verbleiben,treiben,0,5.359686586591932,False
geschehen,geseenh,0,5.643725368711683,False
augbrawen,anzuschawen,0,5.738758299085829,False
bürde,erdwü,0,17.858733283148872,True
silvia,ahn,0,14.708152347140842,True
mondesglanzgeweiht,traumselgkiite,0,13.194764031304253,True
aufgeschnitten,glittne,0,12.316232787238228,True
ballen,klnrale,0,13.513951619466146,True
spitze,efltiz,0,23.978944884406197,True
wei,ywe,0,12.557540363735622,True
geschichten,lichent,0,17.287292798360188,True
umschlingen,nngies,0,21.28892601860894,True
weil,lhie,0,21.228848139444988,True
dazu,hru,0,14.08029407925076,True
gelegt,pflgte,0,11.817291259765625,True
melodie,harmoien,0,19.504539065890842,True
behend,ertnbn,0,7.961008124881321,False
wenigkeit,ewigkite,0,3.51207078827752,False
ihrelieder,rdiwe,0,8.98099512524075,False
schreck,versetkc,0,19.496286392211914,True
ruhm,heiligtmuh,0,10.60557492574056,True
schranke,gottgndeeka,0,12.1416351530287,True
nachzuschwingen,sinneg,0,15.56854322221544,True
fühlet,erleeitz,0,14.616757074991861,True
haare,ehabr,0,9.912771224975586,False
lang,umschlnag,0,13.532776514689127,True
dort,htnorfi,0,27.876359939575195,True
zin,sinns,0,13.19490475124783,True
dietirte,veriert,0,12.780487855275473,True
ersehne,tnärhe,0,19.143706639607746,True
lichte,angeisceth,0,13.223688655429417,True
schachte,camhte,0,6.246659172905816,False
schwer,ehr,0,8.352662934197319,False
gesehn,hnhö,0,17.856455696953667,True
lautenschlag,zerbrcha,0,8.355923705630833,False
hat,adrg,0,23.273009406195747,True
