ternate	pflicht	0	9873.580720689562	99.0	99.0	False	True	True
ergiesset	mohrgesicht	0	7094.581948386298	99.0	99.0	False	True	True
mich	habe	0	11582.685046725803	99.0	99.0	False	True	True
zeit	dann	0	7723.510795169407	99.0	99.0	False	True	True
festgebaut	vertraut	1	2757.0909394158257	99.0	99.0	True	True	True
blut	spielt	0	6809.366703033447	99.0	99.0	False	True	True
kan	schreiben	0	5563.138299518162	99.0	99.0	False	True	True
vaterland	tugend	0	7061.237441168891	99.0	99.0	False	True	True
habn	grabn	1	2808.580186631945	99.0	99.0	True	True	True
herein	privilegium	0	7639.165613386366	99.0	99.0	False	True	True
traum	sehn	0	7204.908053080241	99.0	99.0	False	True	True
hain	liebespein	1	3801.3931115468345	99.0	99.0	True	True	True
engelrein	werden	0	5643.4173583984375	99.0	99.0	False	True	True
linden	finden	1	3156.7679246266684	99.0	99.0	True	True	True
abendschatten	ermatten	1	2562.794738345676	99.0	99.0	True	True	True
huld	hellen	0	6484.075758192274	99.0	99.0	False	True	True
hertzen	tod	0	9192.1599706014	99.0	99.0	False	True	True
tadeln	entadeln	1	2681.9207668304443	99.0	99.0	True	True	True
her	ungeschickt	0	10609.41457748413	99.0	99.0	False	True	True
erlesen	gunst	0	9704.737239413791	99.0	99.0	False	True	True
pein	seyn	1	3395.9129916297065	99.0	99.0	True	True	True
angelacht	ein	0	9104.344579908582	99.0	99.0	False	True	True
wangen	schlangen	1	2973.1925858391655	99.0	99.0	True	True	True
du	ruh	1	4108.659691280788	99.0	99.0	True	True	True
filidor	vermeldt	0	9608.826107449002	99.0	99.0	False	True	True
schlaf	traf	1	2932.015207078722	99.0	99.0	True	True	True
armen	erwarmen	1	2606.7741579479643	99.0	99.0	True	True	True
denker	henker	1	2587.2969494925605	99.0	99.0	True	True	True
senken	au	0	10230.738321940104	99.0	99.0	False	True	True
lust	brust	1	3706.477244695028	99.0	99.0	True	True	True
paradei	ehrenprei	1	3000.150773260328	99.0	99.0	True	True	True
recht	knecht	1	2856.103499730428	99.0	99.0	True	True	True
kan	sinn	0	6026.217169231838	99.0	99.0	False	True	True
lehrtst	schwei	0	10552.541732788086	99.0	99.0	False	True	True
brodem	odem	1	3766.8055958218047	99.0	99.0	True	True	True
wolgemut	blut	1	4156.8853325313985	99.0	99.0	True	True	True
schrei	laut	0	8259.348975287545	99.0	99.0	False	True	True
bleiben	treiben	1	2649.2091284857856	99.0	99.0	True	True	True
osten	dauer	0	11198.367966545951	99.0	99.0	False	True	True
schlief	rief	1	2957.474841011895	99.0	99.0	True	True	True
gesicht	licht	1	3425.9606997172036	99.0	99.0	True	True	True
licht	pflicht	1	3333.66953002082	99.0	99.0	True	True	True
begier	wein	0	8693.686379326713	99.0	99.0	False	True	True
parade	schokolade	1	3056.3993983798555	99.0	99.0	True	True	True
art	minen	0	9534.050040774875	99.0	99.0	False	True	True
schrei	schnürt	0	8241.592831081814	99.0	99.0	False	True	True
dienen	hirtenknaben	0	6589.2685784233945	99.0	99.0	False	True	True
genesen	gewesen	1	1741.5649096171062	99.0	99.0	True	True	True
beschert	geben	0	7934.7918298509385	99.0	99.0	False	True	True
testament	kennt	1	4281.064046753778	99.0	99.0	True	True	True
erdenrund	hebet	0	6339.237345589532	99.0	99.0	False	True	True
stille	brief	0	8819.311883714465	99.0	99.0	False	True	True
liecht	pracht	0	9582.410441504586	99.0	99.0	False	True	True
kinde	stünde	1	2220.293588108487	99.0	99.0	True	True	True
erwecken	heilen	0	7171.636687384711	99.0	99.0	False	True	True
stätte	schein	0	7457.339445749919	99.0	99.0	False	True	True
wunderbar	tagen	0	7870.386229621039	99.0	99.0	False	True	True
hiefe	riefe	1	2713.883638381958	99.0	99.0	True	True	True
entrollt	sich	0	9241.008864508736	99.0	99.0	False	True	True
klagen	brüderlein	0	7093.616644541423	99.0	99.0	False	True	True
sinn	bin	1	4231.653743320042	99.0	99.0	True	True	True
segen	stegen	1	2369.250456492106	99.0	99.0	True	True	True
tafft	portier	0	12192.952262030709	99.0	99.0	False	True	True
verstande	vaterlande	1	2732.0655054516264	99.0	99.0	True	True	True
noth	versprochen	0	8132.158782747057	99.0	99.0	False	True	True
burgund	dar	0	11082.533465491402	99.0	99.0	False	True	True
scheiben	sonnenlicht	0	9903.579711914062	99.0	99.0	False	True	True
wonnesam	bräutigam	1	3112.1696896023223	99.0	99.0	True	True	True
mördlichdräuet	speyet	1	3186.390664842394	99.0	99.0	True	True	True
maienluft	busenstrauss	0	5865.366379419963	99.0	99.0	False	True	True
verlor	thor	1	4291.542583041722	99.0	99.0	True	True	True
erfreue	floramor	0	9900.740358564588	99.0	99.0	False	True	True
vnverstand	vberwinden	0	6747.330771552191	99.0	99.0	False	True	True
glücke	zurücke	1	2463.199019432068	99.0	99.0	True	True	True
heute	erneute	1	2993.835210800171	99.0	99.0	True	True	True
sonnenneige	norden	0	8796.7480023702	99.0	99.0	False	True	True
werden	leid	0	9279.34021419949	99.0	99.0	False	True	True
hiefe	näher	0	6643.207656012641	99.0	99.0	False	True	True
greis	sprechen	0	9580.284913380941	99.0	99.0	False	True	True
frommen	eingenommen	1	2967.678281995985	99.0	99.0	True	True	True
zeiten	saiten	1	2393.1330309973823	99.0	99.0	True	True	True
verzagen	stultius	0	9297.214561038547	99.0	99.0	False	True	True
gesetzt	namen	0	11626.508076985678	99.0	99.0	False	True	True
geschwind	sind	1	4187.596056196425	99.0	99.0	True	True	True
zeit	leid	1	3809.9706172943115	99.0	99.0	True	True	True
aue	erhoben	0	8882.203314039441	99.0	99.0	False	True	True
lassen	gelten	0	5695.968310038249	99.0	99.0	False	True	True
schein	verschwinden	0	8517.515632841321	99.0	99.0	False	True	True
gebricht	spricht	1	2348.046806123522	99.0	99.0	True	True	True
streut	vergünt	0	6730.514658821954	99.0	99.0	False	True	True
schmertzens	gru	0	11273.25831519233	99.0	99.0	False	True	True
ziehen	fliehen	1	2065.93652566274	99.0	99.0	True	True	True
erstaunen	faunen	1	2431.3404692543877	99.0	99.0	True	True	True
tagen	ertragen	1	2401.1123842663237	99.0	99.0	True	True	True
stärcke	ein	0	7678.395006391737	99.0	99.0	False	True	True
frank	la	0	6350.020143720839	99.0	99.0	False	True	True
aus	zungen	0	9128.768761952719	99.0	99.0	False	True	True
leben	sturbe	0	8117.884900834825	99.0	99.0	False	True	True
hat	grösser	0	7984.856102201674	99.0	99.0	False	True	True
erde	orden	0	8065.8827357822	99.0	99.0	False	True	True
macht	nacht	1	2612.7007934782237	99.0	99.0	True	True	True
verwirrt	schülerin	0	7189.837720659044	99.0	99.0	False	True	True
erden	werden	1	2267.639491293165	99.0	99.0	True	True	True
gestell	spielgesell	1	3857.3927879333496	99.0	99.0	True	True	True
zieret	strahle	0	6093.993796242608	99.0	99.0	False	True	True
stechen	brechen	1	1930.3406741884019	99.0	99.0	True	True	True
träumt	schwillet	0	7348.412328296238	99.0	99.0	False	True	True
stehen	thür	0	8724.254767100016	99.0	99.0	False	True	True
schreiben	geist	0	9321.798192130196	99.0	99.0	False	True	True
sinn	bin	1	4231.653743320042	99.0	99.0	True	True	True
werde	erde	1	3036.1699793073863	99.0	99.0	True	True	True
linde	winde	1	2742.373095618354	99.0	99.0	True	True	True
victoria	victoria	1	0.0	99.0	99.0	True	True	True
liebe	triebe	1	2668.114317788018	99.0	99.0	True	True	True
canaan	angethan	1	3253.1489531199136	99.0	99.0	True	True	True
nun	gestillt	0	8917.665375603568	99.0	99.0	False	True	True
nacht	herz	0	7648.994207382202	99.0	99.0	False	True	True
zu	thu	1	3397.362470626831	99.0	99.0	True	True	True
sündenkoth	sünden	0	7687.20202975803	99.0	99.0	False	True	True
beglänzen	bekränzen	1	1982.658240530226	99.0	99.0	True	True	True
allhier	zier	1	3225.641555256314	99.0	99.0	True	True	True
nass	gras	1	2764.0086544884575	99.0	99.0	True	True	True
verwahrt	art	1	4049.737771352132	99.0	99.0	True	True	True
zuspüren	wohlgefiel	0	9212.195449405246	99.0	99.0	False	True	True
osten	hurrah	0	11091.661347283256	99.0	99.0	False	True	True
gläube	bleibe	1	3146.286540561252	99.0	99.0	True	True	True
zu	blicken	0	8813.60223558214	99.0	99.0	False	True	True
innen	soll	0	7498.562706841363	99.0	99.0	False	True	True
zurücke	tücke	1	2338.1510575612388	99.0	99.0	True	True	True
tod	her	0	12568.342844645182	99.0	99.0	False	True	True
buch	bund	0	7815.607494778103	99.0	99.0	False	True	True
wiegen	liegen	1	1904.8351049423218	99.0	99.0	True	True	True
stein	bilde	0	8629.23256556193	99.0	99.0	False	True	True
lachen	klein	0	7394.093778398302	99.0	99.0	False	True	True
nicht	gebricht	1	4023.115475972493	99.0	99.0	True	True	True
sind	lebensbäumen	0	7124.934408399794	99.0	99.0	False	True	True
hirt	wird	1	3240.5836847093374	99.0	99.0	True	True	True
könnt	nennt	1	3715.1282363467744	99.0	99.0	True	True	True
fliest	wunderkinde	0	11190.560234917533	99.0	99.0	False	True	True
satt	statt	1	3904.1792816585967	99.0	99.0	True	True	True
tag	verwacht	0	7370.733976364136	99.0	99.0	False	True	True
geflochten	vertraut	0	9003.30760743883	99.0	99.0	False	True	True
thätigkeit	zeit	1	3905.7110945383706	99.0	99.0	True	True	True
vergehen	auszudeuten	0	6710.379944907294	99.0	99.0	False	True	True
sohn	schon	1	2946.158938937717	99.0	99.0	True	True	True
nachtigallen	schallen	1	2915.5861536661782	99.0	99.0	True	True	True
rost	umtost	1	3517.693837483724	99.0	99.0	True	True	True
geht	barmhertzigkeit	0	7727.556943893433	99.0	99.0	False	True	True
redligkeit	sitten	0	10677.812152438693	99.0	99.0	False	True	True
gebricht	ersetzet	0	8238.17655775282	99.0	99.0	False	True	True
ab	seyn	0	9188.251071506076	99.0	99.0	False	True	True
noth	todt	1	4340.806510713365	99.0	99.0	True	True	True
gaben	begraben	1	2686.6568194495308	99.0	99.0	True	True	True
nieder	pupurzelt	0	9218.64260567559	99.0	99.0	False	True	True
geliebet	nur	0	9387.177732255725	99.0	99.0	False	True	True
behend	kinderschuhe	0	10527.997705671522	99.0	99.0	False	True	True
tannewald	tho	0	8641.545666588676	99.0	99.0	False	True	True
gehen	stehen	1	2566.1069817013213	99.0	99.0	True	True	True
riese	erträglich	0	8844.930436876086	99.0	99.0	False	True	True
wolte	gro	0	11451.435724894205	99.0	99.0	False	True	True
sonnenblicke	hatten	0	10607.178158230252	99.0	99.0	False	True	True
gesang	klingen	0	6900.646686553955	99.0	99.0	False	True	True
liebeskraft	dein	0	8424.109352959525	99.0	99.0	False	True	True
ruhmesschall	feld	0	5888.530678219265	99.0	99.0	False	True	True
nicht	nicht	1	0.0	99.0	99.0	True	True	True
schön	gehn	1	4218.772557046678	99.0	99.0	True	True	True
hinnen	abgewinnen	1	3184.818850623237	99.0	99.0	True	True	True
entsezt	grund	0	7463.618808322483	99.0	99.0	False	True	True
macht	lacht	1	3180.6052525838218	99.0	99.0	True	True	True
dazu	entflohn	0	10900.842772589791	99.0	99.0	False	True	True
stunden	empfunden	1	1876.7150706715054	99.0	99.0	True	True	True
memme	stemme	1	3109.80224609375	99.0	99.0	True	True	True
gedrungen	sitzt	0	10103.01234987047	99.0	99.0	False	True	True
erthönest	ungescheut	0	7923.922035429213	99.0	99.0	False	True	True
krügen	zügen	1	2906.8835046556264	99.0	99.0	True	True	True
gro	thaten	0	7512.604183620876	99.0	99.0	False	True	True
blut	seelenlicht	0	9093.493143717447	99.0	99.0	False	True	True
gelegt	bewegt	1	3276.718854904175	99.0	99.0	True	True	True
berochen	hat	0	8110.820611317953	99.0	99.0	False	True	True
mir	dir	1	4250.73246161143	99.0	99.0	True	True	True
schlicht	gedicht	1	2128.4504731496177	99.0	99.0	True	True	True
sehn	jahre	0	8430.616007910836	99.0	99.0	False	True	True
hertz	himmelwerts	1	3791.33411248525	99.0	99.0	True	True	True
zu	stirne	0	10913.001537322998	99.0	99.0	False	True	True
lipppensafft	geschafft	1	2939.21693166097	99.0	99.0	True	True	True
braust	befreier	0	10690.27582804362	99.0	99.0	False	True	True
liebe	liebe	1	0.0	99.0	99.0	True	True	True
lande	sande	1	2030.0409528944226	99.0	99.0	True	True	True
lieder	dampf	0	8851.286146375867	99.0	99.0	False	True	True
reichen	gleichen	1	1823.759423361884	99.0	99.0	True	True	True
gesagt	wagt	1	3935.2847205268013	99.0	99.0	True	True	True
thaten	mirtenbüschen	0	6684.516059027777	99.0	99.0	False	True	True
leid	schuld	0	6239.645322163899	99.0	99.0	False	True	True
gesind	kind	1	3498.997926712036	99.0	99.0	True	True	True
stöhrt	legen	0	9653.067217932808	99.0	99.0	False	True	True
gezwungen	migelungen	1	3423.421859741211	99.0	99.0	True	True	True
herab	sang	0	6616.35700861613	99.0	99.0	False	True	True
wind	auch	0	9454.091919793022	99.0	99.0	False	True	True
entbrannt	vaterland	1	3709.8935710059272	99.0	99.0	True	True	True
fieberlast	sinn	0	9253.879282209607	99.0	99.0	False	True	True
gleicht	schleicht	1	2634.7522470686167	99.0	99.0	True	True	True
gezeugt	cola	0	9388.50704828898	99.0	99.0	False	True	True
bewohne	sohne	1	2761.785348256429	99.0	99.0	True	True	True
schmertze	hertze	1	2984.5421844058565	99.0	99.0	True	True	True
rose	scheinen	0	8280.647807651096	99.0	99.0	False	True	True
geben	sprach	0	12510.166592068143	99.0	99.0	False	True	True
dir	fehlen	0	7048.949135674371	99.0	99.0	False	True	True
leben	nach	0	12136.710378858777	99.0	99.0	False	True	True
kranken	gedanken	1	2358.2456509272256	99.0	99.0	True	True	True
erwählet	unterpfand	0	6563.838958740234	99.0	99.0	False	True	True
hebt	her	0	10098.967128329807	99.0	99.0	False	True	True
leer	mehr	1	2419.9267095989653	99.0	99.0	True	True	True
versuchen	garten	0	5804.728070894877	99.0	99.0	False	True	True
kind	gesinnt	1	3498.997926712036	99.0	99.0	True	True	True
aufgeweckt	leben	0	9074.674818250867	99.0	99.0	False	True	True
empört	stöhnte	0	7631.053182813856	99.0	99.0	False	True	True
empor	licht	0	13420.211897956002	99.0	99.0	False	True	True
armen	seyn	0	6309.0323607126875	99.0	99.0	False	True	True
dabei	sinn	0	9368.504206339518	99.0	99.0	False	True	True
seide	dienen	0	6261.673662397597	99.0	99.0	False	True	True
siegen	unterliegen	1	3157.2821405198843	99.0	99.0	True	True	True
frieden	liebe	0	6868.504789140489	99.0	99.0	False	True	True
an	sich	0	11535.814815097385	99.0	99.0	False	True	True
mauern	düster	0	8788.031578063965	99.0	99.0	False	True	True
wintersnoth	bedinget	0	8011.641396416558	99.0	99.0	False	True	True
noch	hat	0	8953.800625271268	99.0	99.0	False	True	True
journal	einmal	1	2528.676470120748	99.0	99.0	True	True	True
wort	ort	1	3620.153824488322	99.0	99.0	True	True	True
erlesen	gewesen	1	2258.5048013263277	99.0	99.0	True	True	True
stehn	gehn	1	1891.946832338969	99.0	99.0	True	True	True
küssen	klee	0	9654.35896979438	99.0	99.0	False	True	True
verklärt	blicket	0	6036.489062839085	99.0	99.0	False	True	True
andern	wandern	1	2241.727630297343	99.0	99.0	True	True	True
nicht	ergetzet	0	9212.190363142225	99.0	99.0	False	True	True
rein	nein	1	3039.368470509847	99.0	99.0	True	True	True
schäferey	schlafen	0	9318.66184870402	99.0	99.0	False	True	True
geflossen	verschlossen	1	2504.0975411732993	99.0	99.0	True	True	True
rund	zuckermund	1	4377.4897787306045	99.0	99.0	True	True	True
wagen	zernagen	1	2947.0625453525117	99.0	99.0	True	True	True
liebe	liebe	1	0.0	99.0	99.0	True	True	True
grüften	labe	0	8362.26839489407	99.0	99.0	False	True	True
unwandelbare	einzigwahre	1	2402.953757180108	99.0	99.0	True	True	True
fort	wort	1	3032.142400741577	99.0	99.0	True	True	True
güte	gemüthe	1	2923.9232010311553	99.0	99.0	True	True	True
geschüttelt	zimmern	0	7953.906959957546	99.0	99.0	False	True	True
weihrauchschwehlen	kehlen	1	3731.7682902018228	99.0	99.0	True	True	True
vergangenheit	erblickt	0	7149.676322937012	99.0	99.0	False	True	True
schauen	vaterland	0	6419.192181693183	99.0	99.0	False	True	True
ohngefehr	her	1	4168.8658396403	99.0	99.0	True	True	True
ersiegen	erflüstern	0	9071.597576141357	99.0	99.0	False	True	True
hin	bin	1	4078.2633092668325	99.0	99.0	True	True	True
sonneschein	regen	0	8793.486913045248	99.0	99.0	False	True	True
augenblick	sorgen	0	8912.021213107639	99.0	99.0	False	True	True
beschämen	nehmen	1	3021.8267705705434	99.0	99.0	True	True	True
herrn	speer	0	6923.134909735785	99.0	99.0	False	True	True
erklungen	gaben	0	6205.503622690837	99.0	99.0	False	True	True
pfeilen	teilen	1	2413.5230117373994	99.0	99.0	True	True	True
durchflossen	aufgeschlossen	1	2119.590573840671	99.0	99.0	True	True	True
spitzen	sitzen	1	2526.5949169794717	99.0	99.0	True	True	True
stande	schande	1	2479.7675609588623	99.0	99.0	True	True	True
witt	gmerkt	0	7204.556306203206	99.0	99.0	False	True	True
gebot	sizt	0	11137.371010250516	99.0	99.0	False	True	True
lacht	lacht	1	0.0	99.0	99.0	True	True	True
flur	weide	0	10245.777871873644	99.0	99.0	False	True	True
gras	vogelnester	0	9133.924961090088	99.0	99.0	False	True	True
kommen	genommen	1	3260.161558787028	99.0	99.0	True	True	True
gestorben	nette	0	10689.712524414062	99.0	99.0	False	True	True
hin	sinn	1	2906.708942519294	99.0	99.0	True	True	True
us	a	0	8230.23337788052	99.0	99.0	False	True	True
füssen	wissen	1	2810.932199160258	99.0	99.0	True	True	True
sinnend	hinde	0	6569.47210099962	99.0	99.0	False	True	True
vermischen	erfrischen	1	2222.8804959191216	99.0	99.0	True	True	True
blick	gestalt	0	6717.5296147664385	99.0	99.0	False	True	True
augen	laugen	1	2390.3869655397207	99.0	99.0	True	True	True
scho	wischen	0	7594.163682725694	99.0	99.0	False	True	True
leben	hadersleben	1	3486.1273765563965	99.0	99.0	True	True	True
tragen	entsagen	1	2778.048515319824	99.0	99.0	True	True	True
kirchhofsschauer	spielen	0	10287.392139434814	99.0	99.0	False	True	True
arm	erbarm	1	2993.473927179972	99.0	99.0	True	True	True
einsamkeit	jederzeit	1	2718.3216147952608	99.0	99.0	True	True	True
erwacht	prangen	0	10286.94322374132	99.0	99.0	False	True	True
füge	beschleust	0	9035.349316067166	99.0	99.0	False	True	True
entlang	gesang	1	2856.487645043267	99.0	99.0	True	True	True
streun	rosenblume	0	6977.112823062474	99.0	99.0	False	True	True
liebe	will	0	5911.452611287435	99.0	99.0	False	True	True
gnadenreich	gleich	1	2422.5658575693765	99.0	99.0	True	True	True
freind	feind	1	2888.142148653666	99.0	99.0	True	True	True
kinderspiel	zuviel	1	3821.6730223761665	99.0	99.0	True	True	True
jahren	waren	1	3067.7488644917808	99.0	99.0	True	True	True
schenken	hören	0	8126.307646433512	99.0	99.0	False	True	True
gleichen	schleichen	1	2276.41491095225	99.0	99.0	True	True	True
erhitzt	licht	0	6350.251780615912	99.0	99.0	False	True	True
speyte	klang	0	8765.204853481717	99.0	99.0	False	True	True
krafft	schätzen	0	11097.892496320936	99.0	99.0	False	True	True
beschieden	gott	0	10959.99813079834	99.0	99.0	False	True	True
seele	blut	0	9060.073958502877	99.0	99.0	False	True	True
ehr	bestöllen	0	7654.072443644206	99.0	99.0	False	True	True
dienen	grünen	1	2519.165409935845	99.0	99.0	True	True	True
reiben	wehr	0	10454.865084754098	99.0	99.0	False	True	True
bestrickt	erblickt	1	3901.4996422661675	99.0	99.0	True	True	True
feuer	glut	0	10867.571936713326	99.0	99.0	False	True	True
willen	amaryllen	1	3800.227059258355	99.0	99.0	True	True	True
zier	mir	1	2975.2272764841714	99.0	99.0	True	True	True
geht	hin	0	7605.521731906468	99.0	99.0	False	True	True
seyn	begehrt	0	7906.798680623372	99.0	99.0	False	True	True
her	her	1	0.0	99.0	99.0	True	True	True
westen	vesten	1	2378.312998347812	99.0	99.0	True	True	True
anzuschauen	auen	1	4246.46724594964	99.0	99.0	True	True	True
braut	gast	0	7460.363017188178	99.0	99.0	False	True	True
nationen	bewohnen	1	3109.5819340811836	99.0	99.0	True	True	True
thräne	gemach	0	8622.003502315945	99.0	99.0	False	True	True
erstiegen	besiegen	1	2595.16441822052	99.0	99.0	True	True	True
dornenbahn	lieben	0	8960.144254896375	99.0	99.0	False	True	True
gottesdienste	währt	0	7897.077242533366	99.0	99.0	False	True	True
weist	mohn	0	11799.704763624402	99.0	99.0	False	True	True
hold	goht	0	6962.8967709011495	99.0	99.0	False	True	True
welt	gethan	0	7518.527666727702	99.0	99.0	False	True	True
nachbarschaft	gewalt	0	6930.3938547770185	99.0	99.0	False	True	True
kind	wind	1	2900.726636250814	99.0	99.0	True	True	True
kauf	seyn	0	10563.667403327096	99.0	99.0	False	True	True
vogelin	dahin	1	3928.109221988254	99.0	99.0	True	True	True
bist	gatten	0	13033.895174662272	99.0	99.0	False	True	True
beharrt	gang	0	7544.248263041179	99.0	99.0	False	True	True
bäumen	träumen	1	1999.3393288718328	99.0	99.0	True	True	True
braut	angetraut	1	3573.759078979492	99.0	99.0	True	True	True
weiber	schreiber	1	2496.553526984321	99.0	99.0	True	True	True
sack	an	0	6617.571989695231	99.0	99.0	False	True	True
meeresfluth	bricht	0	9116.599029964871	99.0	99.0	False	True	True
wald	erregt	0	8132.437547047934	99.0	99.0	False	True	True
herrligkeit	zubereit	1	3508.9448028140596	99.0	99.0	True	True	True
fledermau	gut	0	9349.774413638645	99.0	99.0	False	True	True
geeint	nachgeweint	1	4363.678879208034	99.0	99.0	True	True	True
seyn	geld	0	7837.294684516059	99.0	99.0	False	True	True
blind	andern	0	7360.046598646376	99.0	99.0	False	True	True
glut	thut	1	3800.116433037652	99.0	99.0	True	True	True
